4 3 0.205
4 3 0.201
4 3 0.205
4 3 0.214
4 3 0.204
4 3 0.213
4 3 0.205
4 3 0.201
4 3 0.202
4 4 0.213
4 4 0.223
4 4 0.213
4 4 0.218
4 8 0.217
4 8 0.209
4 6 0.214
4 4 0.21
4 4 0.208
4 4 0.221
